"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Acta1",6.61270294871844e-77,-2.89829941374325,0.549,0.942,1.28716262896804e-72
"Myh2",6.05965976257224e-62,-3.59475971729741,0.175,0.756,1.17951277278469e-57
"Tnnc2",6.55022511107727e-61,-2.7820587496206,0.421,0.86,1.27500131787119e-56
"Tnnt3",4.35885902125408e-60,-2.49253573008931,0.513,0.884,8.48451908487107e-56
"Myh1",5.15382558380993e-57,-2.70304257972442,0.396,0.843,1.0031921498886e-52
"1520401A03Rik",2.69602609226274e-53,-3.96645643299416,0.111,0.663,5.24781478858942e-49
"Ucp1",1.90878435593619e-52,2.0810054432295,0.911,0.573,3.7154487488298e-48
"Mylpf",6.1603905920036e-48,-2.21393360088276,0.521,0.858,1.1991200287335e-43
"Atp2a1",6.47521583518706e-47,-2.34339160753202,0.292,0.77,1.26040076231916e-42
"Myl1",1.29726081997407e-46,-2.40309455733882,0.396,0.794,2.52511818607953e-42
"Tcap",2.2003955761641e-45,-3.09252679345339,0.131,0.625,4.28306998900343e-41
"Myh7",9.46253348573633e-45,-3.02726412618785,0.214,0.683,1.84188214299858e-40
"Des",2.37158678754429e-42,-2.41319959942798,0.343,0.741,4.61629368195497e-38
"Acan",3.05215585694598e-40,-1.35094598196243,0.861,0.983,5.94102137554536e-36
"Mgp",4.08681106440069e-38,-1.06864845555508,0.967,1,7.95497773685594e-34
"Cox6a2",2.65515767981672e-37,-2.75138573053131,0.178,0.605,5.16826442376325e-33
"Col9a1",4.1842492778434e-37,-1.11867315206485,0.986,1,8.14464121932218e-33
"Ckm",1.82775535248387e-35,-1.72787485671762,0.521,0.817,3.55772579360985e-31
"Hspb7",4.07030562440952e-34,-3.28050163377385,0.12,0.517,7.92284989791313e-30
"Col2a1",3.73832452889357e-32,-1.16722008505522,1,1,7.27664869549133e-28
"Ttn",7.53035862506469e-31,-2.88033624199327,0.145,0.517,1.46578430636884e-26
"Chad",4.96534000650333e-30,-1.26303116644836,0.955,0.994,9.66503432265874e-26
"Fabp4",2.19034367990582e-29,0.922111807854587,0.994,0.977,4.26350397293668e-25
"Gpd1",3.78268762989884e-29,1.35172068873906,0.877,0.625,7.3630014715981e-25
"Col9a3",8.83781759644598e-29,-1.28543959414377,0.788,0.951,1.72028119514821e-24
"Cox8b",1.69070628873297e-28,1.18303932900238,0.967,0.901,3.29095979101872e-24
"Fhl1",2.6803656359868e-28,-1.79843006240278,0.384,0.689,5.2173317104483e-24
"Pnpla2",3.76185619804412e-28,1.1656349565419,0.925,0.811,7.32245308949288e-24
"Tpm2",3.77241201797595e-28,-1.58351005073324,0.621,0.802,7.34299999299019e-24
"Acaa2",4.2554335385939e-28,1.17527804831158,0.903,0.738,8.28320138287303e-24
"Ryr1",3.7723772708782e-27,-3.00405437483931,0.058,0.39,7.34293235776441e-23
"Cnmd",8.9493983178569e-27,-1.98104298087663,0.318,0.654,1.74200038257084e-22
"Cryab",2.27338266618425e-26,-1.91011024814532,0.451,0.701,4.42513935972765e-22
"Snorc",4.66774640753698e-26,-1.17604623790154,0.63,0.863,9.08576838227072e-22
"Comp",6.27860696597255e-26,-1.22381218676576,0.989,1,1.22213084592656e-21
"Actn2",1.1065252976825e-25,-3.07075279832013,0.084,0.41,2.153851491939e-21
"Tpm1",4.23267786475224e-25,-0.865496315130159,0.93,0.959,8.23890746374023e-21
"Col9a2",5.58874254153191e-25,-1.44617666149482,0.68,0.875,1.08784873570919e-20
"Csrp3",5.52641345539847e-24,-3.01022462225519,0.072,0.381,1.07571637909331e-19
"Susd5",5.99844134457983e-24,-1.07496858362875,0.638,0.858,1.16759660772246e-19
"Tnni2",1.89079296969218e-23,-2.60225325334848,0.092,0.404,3.68042851550584e-19
"Tnnt1",4.51075879470669e-23,-2.91900460487887,0.092,0.395,8.78019199389657e-19
"Aco2",5.19277046359792e-23,1.21241123613466,0.838,0.622,1.01077277073933e-18
"Hapln1",1.04630684398318e-22,-1.25546454085348,0.577,0.817,2.03663627181325e-18
"Eci1",1.24371165390749e-22,1.03936832745221,0.883,0.709,2.42088473433092e-18
"Apoc1",5.36984485689163e-22,1.26897035887129,0.741,0.398,1.04524030139395e-17
"Etfb",1.14006198571339e-21,0.87209647159083,0.911,0.759,2.21913065519111e-17
"Ckmt2",2.46868186534047e-21,-3.11940301975644,0.039,0.305,4.80528925088523e-17
"Tkt",7.23805616675138e-21,0.486253361705166,0.981,0.985,1.40888763285816e-16
"Casq1",9.70795556696898e-21,-2.27189892430645,0.106,0.401,1.88965355111051e-16
"Acadvl",9.82300159561408e-21,1.0335709772591,0.852,0.622,1.91204726058628e-16
"Thrsp",1.11105512618471e-20,1.14729448081238,0.766,0.451,2.16266880311855e-16
"Cox6a1",1.13248557092162e-20,0.633015872766642,0.955,0.956,2.20438316379894e-16
"Ldb3",2.63834433912681e-20,-2.27611264107176,0.123,0.413,5.13553725611034e-16
"Tnni1",6.96630337836492e-20,-3.43029311129323,0.05,0.305,1.35599095259873e-15
"Mb",4.00887397797157e-19,-2.92948076686298,0.031,0.27,7.80327319812166e-15
"Mybpc1",4.14016019972256e-19,-3.05162093248852,0.053,0.305,8.05882182875996e-15
"Clec3a",4.53775705524334e-19,-1.19138190397173,0.889,0.977,8.83274410803116e-15
"Plin1",4.57751735250573e-19,1.16782901226349,0.724,0.422,8.9101375266524e-15
"Cytl1",6.1606767464913e-19,-1.00703765862655,0.805,0.927,1.19917572870453e-14
"Lpl",6.3799739195196e-19,0.947483913335967,0.847,0.637,1.24186192343449e-14
"Matn3",6.57109587828661e-19,-1.59235804568783,0.387,0.625,1.27906381270849e-14
"Nrap",7.19315702499995e-19,-3.12887339693549,0.042,0.285,1.40014801491624e-14
"Cfd",1.06950942329001e-18,1.11672168968779,0.836,0.622,2.08180009243401e-14
"Lmod2",2.03114839181878e-18,-3.40811137436112,0.033,0.265,3.95363034467526e-14
"Sox9",1.01209808184025e-17,-1.13083521514566,0.568,0.779,1.97004891630204e-13
"Myl2",2.05075325973526e-17,-3.98863592449661,0.019,0.227,3.99179122007469e-13
"Uqcrfs1",2.74309745070711e-17,0.886404484778532,0.827,0.663,5.33943918780139e-13
"Acadl",6.11700619485342e-17,0.722326304421826,0.947,0.863,1.19067525582822e-12
"Acadm",1.16604422015053e-16,0.972408159703978,0.816,0.628,2.26970507452301e-12
"Cidea",1.37416816391342e-16,1.02408568887579,0.788,0.555,2.67481833105746e-12
"Dgat2",1.50241307078801e-16,0.973333827230008,0.774,0.517,2.92444704228886e-12
"Lipe",1.60742959083758e-16,0.962924662585115,0.794,0.564,3.12886169856534e-12
"Ifi27",1.74574654998921e-16,0.852085168624836,0.838,0.613,3.39809565955399e-12
"Adipoq",1.88398675340211e-16,0.761052878061496,0.877,0.703,3.6671802154972e-12
"Cd36",1.91108692830784e-16,0.723616478993065,0.897,0.782,3.7199307059512e-12
"Bglap",2.22649019307437e-16,0.555143453318302,0.997,0.994,4.33386316081927e-12
"Cox7a1",2.45711119576438e-16,1.14162884762399,0.733,0.494,4.78276694255537e-12
"Idh3b",3.54478170476174e-16,0.830398602199038,0.833,0.616,6.89991758831873e-12
"Atp5b",3.97782826856681e-16,0.59211105799702,0.93,0.904,7.7428427247653e-12
"Sdc4",4.44449448474966e-16,-0.619014218180318,0.936,0.962,8.65120851456521e-12
"Depp1",5.16747528239305e-16,1.11754038939028,0.641,0.355,1.00584906371781e-11
"Sparc",5.17874705829699e-16,-0.397913787840318,1,1,1.00804311489751e-11
"Atp5d",1.46887785985333e-15,0.510279169169775,0.981,0.959,2.8591707542045e-11
"Fn1",2.79865687659862e-15,-0.698447723574045,0.969,0.997,5.44758561029922e-11
"Myoz1",3.90021155322429e-15,-2.35149869956659,0.064,0.285,7.59176178835109e-11
"Sdhb",6.91858732391848e-15,0.690387920998814,0.936,0.826,1.34670302260073e-10
"Col6a2",7.03138822477087e-15,-0.885677839614288,0.869,0.98,1.36865971795165e-10
"Bckdha",8.90727580491803e-15,0.931048621723134,0.788,0.535,1.73380123542729e-10
"Cox5b",9.885450877767e-15,0.520712079118603,0.958,0.951,1.92420301335735e-10
"Pck1",1.11200409289056e-14,1.024223929873,0.727,0.471,2.16451596681148e-10
"Hadh",1.14257941318453e-14,1.14594592942437,0.641,0.366,2.22403082776369e-10
"Tmsb4x",1.23025326610663e-14,0.276255804698507,1,1,2.39468798247656e-10
"Tnnc1",1.37803046872474e-14,-3.23098930141913,0.033,0.224,2.6823363073727e-10
"Tceal7",1.99103572461235e-14,-2.83844183300018,0.047,0.247,3.87555103795795e-10
"Angptl7",2.02457509711373e-14,-3.12707981982084,0.095,0.308,3.94083542653188e-10
"4931406C07Rik",3.17001817653073e-14,1.23538464160079,0.493,0.206,6.17044038061707e-10
"Cebpa",3.22570295699298e-14,0.885613584481432,0.76,0.532,6.27883080578683e-10
"Adrb3",3.41478693839061e-14,2.2779800041353,0.24,0.038,6.64688277557732e-10
"Uqcrc1",4.75810895323989e-14,0.588398538022668,0.953,0.901,9.26165907748144e-10
"Ech1",5.65456202109861e-14,0.786353339712718,0.816,0.654,1.10066049740685e-09
"Tnn",5.97027777062605e-14,1.37404141714773,0.588,0.299,1.16211456805236e-09
"Idh3a",6.58601103579395e-14,0.890694544342469,0.833,0.663,1.28196704811729e-09
"Klhl41",8.41820272176594e-14,-2.80522046366666,0.042,0.233,1.63860315979174e-09
"Adig",9.42246257089778e-14,1.13615406453541,0.613,0.334,1.83408233942525e-09
"Rsrp1",1.01420159771679e-13,0.497183185160897,0.964,0.91,1.97414340995574e-09
"Mecr",1.34226707274637e-13,0.90013866073037,0.713,0.453,2.61272285710081e-09
"Idh3g",2.03716067828023e-13,0.927660272551977,0.758,0.552,3.96533326027247e-09
"Gas1",2.99041838243259e-13,-1.09689812199442,0.889,0.916,5.82084938140504e-09
"Angptl4",3.71112545493973e-13,1.24948273650699,0.404,0.142,7.22370569804018e-09
"Kcnk3",4.45110615335521e-13,1.13058412850675,0.529,0.25,8.66407812750592e-09
"Cidec",5.57294566619257e-13,1.65082091625799,0.351,0.119,1.08477387392438e-08
"Ephx2",8.16860591229112e-13,1.33362012002505,0.357,0.116,1.59001914082747e-08
"Mdh1",8.19472175997612e-13,0.653994197907823,0.869,0.733,1.59510259057935e-08
"Txnip",8.60344602010636e-13,0.631974901354534,0.875,0.709,1.6746607678137e-08
"Actn3",1.00879329468493e-12,-2.2525695957275,0.064,0.256,1.96361614810422e-08
"Suclg1",1.0964517690041e-12,0.953368915401021,0.657,0.41,2.13424336836648e-08
"Synpo2",1.1107846346028e-12,-1.91406647045821,0.156,0.363,2.16214229125434e-08
"Hrc",1.60908578192057e-12,-2.16583891658779,0.092,0.291,3.13208547450839e-08
"Eno3",1.74417222000635e-12,-1.56946205242012,0.343,0.517,3.39503122624236e-08
"Pgam2",1.81678865407335e-12,-2.06812247784842,0.081,0.282,3.53637911515377e-08
"Gnas",1.93458603829272e-12,0.436177918583994,1,1,3.76567172353678e-08
"Decr1",1.94345075913692e-12,0.918856623647611,0.688,0.413,3.78292690266002e-08
"Idh2",1.95822871087156e-12,0.723062799285724,0.813,0.645,3.8116921857115e-08
"Cdo1",2.38259502592012e-12,0.967822310767424,0.694,0.483,4.63772121795351e-08
"Etfdh",3.76945847679804e-12,1.13987025173909,0.56,0.314,7.33725092508738e-08
"Flnc",6.63047856714701e-12,-2.46933153666508,0.039,0.206,1.29062265309517e-07
"Clu",7.41259913599388e-12,-1.09588091357877,0.565,0.706,1.44286242182121e-07
"Acads",9.31449392429921e-12,0.845675195040078,0.719,0.5,1.81306624236484e-07
"Cluh",9.40387684120194e-12,0.941867358668443,0.635,0.381,1.83046462713996e-07
"Clstn3",9.98370583629377e-12,1.28916434033846,0.359,0.128,1.94332834103458e-07
"Sucla2",1.00187790266157e-11,0.793181975104282,0.716,0.474,1.95015533753075e-07
"Pdha1",1.01351302996196e-11,0.670741231508832,0.833,0.683,1.97280311282096e-07
"Dbi",1.02690301141017e-11,0.682912673615111,0.905,0.811,1.99886671170989e-07
"Ogdh",1.25375396374644e-11,0.629813268611324,0.914,0.846,2.44043209043245e-07
"Echs1",1.27322187733856e-11,0.762286619336197,0.825,0.622,2.47832638423951e-07
"Bgn",1.29032948625131e-11,-0.720312445218416,0.961,0.971,2.51162634498817e-07
"Ywhag",1.29466299881454e-11,0.537697561089405,0.944,0.875,2.52006152719251e-07
"Sod2",1.56370564334888e-11,0.705082718961805,0.78,0.564,3.0437530347786e-07
"Obscn",1.80895821399317e-11,-3.0825545678498,0.042,0.201,3.5211371635377e-07
"Uqcr11",2.28362669502995e-11,0.606739548016765,0.866,0.741,4.4450793618758e-07
"Slc4a4",2.91398498743628e-11,1.15126337022719,0.357,0.128,5.67207177804473e-07
"Acacb",3.05332878885101e-11,0.849621068004739,0.691,0.462,5.94330448749849e-07
"Dld",3.65554126284037e-11,0.767119506393405,0.721,0.477,7.11551106811879e-07
"Agpat3",3.7518356882395e-11,0.925086789820333,0.621,0.381,7.30294816715819e-07
"Sh2b2",3.77809954231376e-11,1.02137040632559,0.485,0.233,7.35407075911374e-07
"Frzb",4.93712706887508e-11,-1.47933054529675,0.276,0.471,9.61011783956535e-07
"Klhdc7a",5.64259620213669e-11,1.02264186951285,0.407,0.166,1.09833135074591e-06
"Cib2",6.44505005321704e-11,1.00049888273865,0.485,0.233,1.2545289928587e-06
"Ppara",8.05395331537848e-11,1.10756253237971,0.412,0.174,1.56770201283842e-06
"Cs",8.26294430567337e-11,0.555708126955165,0.911,0.86,1.60838210909932e-06
"Mcrip2",1.0384493546841e-10,1.05333509106369,0.493,0.253,2.02134166889259e-06
"Gpx3",1.21478271601346e-10,0.536388358941854,0.958,0.942,2.36457455672019e-06
"Chrac1",1.27231502030648e-10,1.27387701708395,0.37,0.145,2.47656118702657e-06
"Scd1",1.32984708922179e-10,0.893167709035491,0.526,0.262,2.58854735917022e-06
"Ndufv1",1.34056757822839e-10,0.572946853312776,0.894,0.846,2.60941479102156e-06
"Crat",1.3900556438916e-10,0.652547981540704,0.783,0.608,2.705743310835e-06
"Jph2",1.58556431113912e-10,-1.19508734205428,0.228,0.433,3.0863009316323e-06
"Pdk4",1.6931895968254e-10,1.27318555383455,0.368,0.148,3.29579355022065e-06
"Gpd2",2.27127903473054e-10,1.09985085382484,0.487,0.244,4.421044641103e-06
"Cyc1",2.39455667325614e-10,0.485821304118351,0.942,0.86,4.66100456449308e-06
"Ccn1",2.57717793817253e-10,-0.862193128368222,0.752,0.82,5.01647685665283e-06
"Col11a2",2.80343657243533e-10,-0.352291630724901,0.989,1,5.45688928824536e-06
"Atp5k",3.17849908252907e-10,0.561214588266899,0.864,0.765,6.18694846414283e-06
"Mgst1",3.408061380654e-10,1.00259505112246,0.501,0.259,6.63379147744302e-06
"Dlst",3.50754536354601e-10,0.63116519767613,0.772,0.616,6.82743705014231e-06
"Cox7b",3.62536817278218e-10,0.622760412258584,0.799,0.666,7.05677914832051e-06
"Ces1d",3.707933972325e-10,1.06016974031,0.348,0.131,7.21749347713062e-06
"Myoz2",3.71664802222678e-10,-3.30590775021535,0.022,0.154,7.23445537526443e-06
"Etfa",3.98693615208066e-10,0.770165148879866,0.688,0.462,7.76057122002501e-06
"Sdhc",4.02111540952725e-10,0.771175276391798,0.632,0.419,7.8271011446448e-06
"Col6a1",4.25447572439558e-10,-0.703050660418256,0.852,0.907,8.28133699753599e-06
"Fam13a",4.49694478155834e-10,0.993535635676741,0.465,0.227,8.75330301730331e-06
"Uqcr10",5.51752833879721e-10,0.538364040534684,0.864,0.776,1.07398689114688e-05
"Cpt1b",5.9887039308949e-10,0.916012723199211,0.543,0.302,1.16570122014869e-05
"Jsrp1",6.40464385407515e-10,-2.52453541930711,0.031,0.169,1.24666392619573e-05
"Hadha",7.19543620802996e-10,0.761017929912541,0.727,0.547,1.40059165789303e-05
"Mdh2",7.62270597516225e-10,0.536960870481942,0.841,0.727,1.48375971806533e-05
"Col27a1",7.66163144270807e-10,-0.824874493204206,0.671,0.747,1.49133656032313e-05
"Acsl1",8.27602633685244e-10,1.11718740325585,0.318,0.116,1.61092852646833e-05
"Gpam",8.57260763272287e-10,1.0103218416601,0.435,0.203,1.66865807570951e-05
"Ndufs7",8.72102317171094e-10,0.48157665119487,0.9,0.808,1.69754716037353e-05
"Trdn",8.85201971083246e-10,-2.58290937889526,0.031,0.166,1.72304563671354e-05
"Thbs4",9.45596456907969e-10,-1.24719572582365,0.524,0.654,1.84060350337136e-05
"C3",1.01388889837238e-09,0.661732602946755,0.733,0.485,1.97353474068184e-05
"Agpat2",1.11330935333061e-09,1.0810583662228,0.37,0.151,2.16705665625803e-05
"Col6a3",1.13676960862786e-09,-0.556632250400699,0.947,0.983,2.21272204319413e-05
"Hadhb",1.1628601997965e-09,0.822520129551843,0.699,0.485,2.2635073789039e-05
"Ndufa4l2",1.31458710658587e-09,-1.08124529038102,0.521,0.637,2.55884380296941e-05
"B2m",1.42434607548316e-09,0.405156474318666,0.933,0.852,2.77248963592797e-05
"Apobec2",1.50074556017145e-09,-3.17463569702445,0.014,0.131,2.92120123287374e-05
"Pvalb",1.67507768365138e-09,-0.801546875253709,0.39,0.581,3.2605387112274e-05
"Cpt2",1.67989010300067e-09,1.11570481888815,0.415,0.201,3.2699060854908e-05
"Klhl31",1.72273912863557e-09,-2.79852035184331,0.019,0.142,3.35331171388913e-05
"Ctsb",1.75513207639067e-09,0.277198847753226,0.972,0.977,3.41636458669444e-05
"S100a9",1.78206078116362e-09,0.33006275855945,1,1,3.46878131053499e-05
"Slc25a42",1.78293970493921e-09,1.21128577330957,0.393,0.192,3.47049213566418e-05
"Nrg4",2.07551509211525e-09,0.980141159218751,0.354,0.145,4.03999012680234e-05
"Lgals3",2.27255882317435e-09,-0.605523098266159,0.83,0.84,4.42353574930888e-05
"Meltf",2.52549480342167e-09,-1.00498304057497,0.337,0.517,4.91587563486029e-05
"Zic1",2.67543386266794e-09,1.7741452859223,0.192,0.044,5.20773201368314e-05
"Pank1",4.04630718536371e-09,1.11222432910026,0.362,0.157,7.87613693631047e-05
"Hspb6",4.52440596095178e-09,-1.49441812450255,0.231,0.395,8.80675620299264e-05
"Ndufs8",4.59103658880523e-09,0.519366779809032,0.88,0.765,8.93645272010938e-05
"Cntfr",4.71742790649669e-09,0.924012123577638,0.493,0.27,9.1824734199958e-05
"Slc25a20",5.11750505952639e-09,0.769127195669642,0.549,0.32,9.96122359836811e-05
"Ahcyl1",5.11830760313818e-09,0.590335411782623,0.805,0.628,9.96278574950847e-05
"Pakap",5.61518240208724e-09,0.893880848099426,0.546,0.337,0.000109299525456628
"Mat2b",5.92510363507099e-09,0.728091531195366,0.577,0.337,0.000115332142256657
"Abi3bp",6.19077744289801e-09,-1.06757238151173,0.496,0.613,0.00012050348292601
"Grem1",6.98889293292458e-09,-1.29014065183869,0.29,0.453,0.000136038800939377
"Tspan18",7.00775976464483e-09,0.85885230508266,0.44,0.212,0.000136406043818812
"Prkar2b",7.1766618827021e-09,0.618137508011152,0.733,0.517,0.000139693723546796
"Chpt1",7.3075626711386e-09,0.806164017052724,0.593,0.395,0.000142241707393713
"Tob2",8.13577145794347e-09,0.728956091455861,0.521,0.288,0.00015836279142887
"Ankrd2",8.35025187477783e-09,-3.54640891392677,0.011,0.116,0.000162537652742551
"Ghitm",8.36425764067741e-09,0.612091933341849,0.794,0.608,0.000162810274975786
"S100a1",8.41257402267718e-09,0.721192300446637,0.724,0.544,0.000163750753351411
"Acsm3",8.88757427430353e-09,1.03809576362938,0.435,0.218,0.000172996633249318
"Stmn2",9.42492317233478e-09,2.34591649812344,0.312,0.134,0.000183456129549496
"Plin5",9.46785457958262e-09,1.24449373404686,0.223,0.064,0.000184291789391576
"Bri3",9.54811301033333e-09,0.860992083493065,0.513,0.291,0.000185854019746138
"Cst3",1.02156419682446e-08,-0.304910362942551,1,1,0.000198847470911881
"Atp5a1",1.02439385581709e-08,0.373481396476449,0.969,0.968,0.000199398264034796
"Cyp4b1",1.04696926793692e-08,0.990618939625123,0.29,0.108,0.000203792568003922
"Otop1",1.09659458090798e-08,1.24350441585255,0.267,0.096,0.000213452135173737
"Slc36a2",1.40262569057134e-08,0.825303176152847,0.68,0.515,0.000273021090669712
"Xirp1",1.40540052476803e-08,-3.02971894176681,0.019,0.131,0.000273561212146097
"Cox17",1.47917122490986e-08,0.480806264923936,0.847,0.674,0.000287920678928704
"Laptm5",1.59572614513951e-08,0.507866108756796,0.844,0.628,0.000310608094151406
"Dlat",1.60683452123534e-08,0.573032524711008,0.747,0.57,0.000312770339558459
"Mlec",1.65131937542226e-08,0.590577688391155,0.719,0.506,0.000321429316425944
"Sptbn1",1.70194357574643e-08,0.499406896544864,0.883,0.785,0.000331283317019043
"Fmod",2.12422192430064e-08,-0.849622635188139,0.713,0.817,0.00041347979756512
"Rnf41",2.23121423204385e-08,0.755860337500682,0.376,0.163,0.000434305850267336
"Myh3",2.38728199470043e-08,-3.08864674306444,0.017,0.122,0.000464684440268439
"1700037H04Rik",2.43128235645819e-08,0.720385588895555,0.621,0.381,0.000473249110684586
"Chchd10",2.62853258103379e-08,0.65277989420283,0.735,0.561,0.000511643866898228
"Calml3",2.65171330396577e-08,-1.6558862248137,0.12,0.276,0.000516155994616938
"Acat1",2.67486150183571e-08,0.693931447303603,0.666,0.445,0.00052066179133232
"Hsd17b12",2.77685885392806e-08,0.742441138694899,0.646,0.43,0.000540515575917097
"Gpi1",2.79033663151367e-08,0.29936799768343,0.964,0.965,0.000543139025324137
"Syt4",3.1351668531744e-08,3.16434869133049,0.12,0.015,0.000610260227970397
"Ntrk3",3.19393381819562e-08,0.795039538626591,0.379,0.169,0.000621699217711777
"Pparg",3.35014172300944e-08,1.46663184209345,0.27,0.105,0.000652105086383787
"Nt5c3",3.47129891505626e-08,0.825316118611417,0.568,0.337,0.0006756883338157
"Thra",3.50734792406081e-08,0.816684803188579,0.418,0.195,0.000682705273418437
"Lrrc15",3.81112716534081e-08,1.32876153661865,0.234,0.078,0.000741835902733588
"Acly",3.86746807363989e-08,0.611058848283712,0.791,0.616,0.000752802660534004
"Pdlim3",3.98124026730811e-08,-2.23041397742143,0.056,0.186,0.000774948418031523
"Smdt1",4.17898008359793e-08,0.456438074369059,0.833,0.663,0.000813438473272338
"Pcx",4.29993823682827e-08,0.758582752150042,0.588,0.363,0.000836982977798622
"Letmd1",4.38681545179222e-08,0.76277676961717,0.468,0.247,0.000853893627691355
"Acad11",4.48709704269238e-08,0.942252379885085,0.409,0.206,0.000873413439360071
"Cox8a",4.55533028451253e-08,0.389054329147293,0.95,0.898,0.000886695039880364
"Fh1",4.82342334753662e-08,0.706661127136993,0.685,0.5,0.000938879354598002
"Mgll",4.85764662712629e-08,0.556829791107374,0.758,0.584,0.000945540915970132
"Gpt",5.13125656065592e-08,1.06939538950099,0.354,0.163,0.000998799089531674
"Myo18b",5.19142648673704e-08,-2.40517879756593,0.036,0.154,0.00101051116564337
"Pdk2",5.48978988208359e-08,0.640192251356084,0.604,0.378,0.00106858760054757
"Ndufa10",5.59182996224917e-08,0.689267163276763,0.652,0.465,0.0010884497021518
"Hspa9",5.651810953786e-08,0.4201792540308,0.905,0.849,0.00110012500215444
"Gata2",5.90698734783483e-08,2.13972688560828,0.142,0.026,0.00114979508725605
"Pcsk1n",6.00082527076866e-08,2.30562773343217,0.237,0.084,0.00116806063895512
"Slc25a34",6.1470197689945e-08,1.97217953871587,0.136,0.023,0.00119651739803478
"Slc24a3",6.18184965018085e-08,1.12841575488029,0.267,0.102,0.0012032970344077
"Ppargc1b",6.26586578073068e-08,0.731142990201245,0.499,0.282,0.00121965077421923
"Gpihbp1",7.14855612823814e-08,0.778793116173049,0.476,0.27,0.00139146645036155
"Pgam1",7.43295214759276e-08,0.378881151258345,0.908,0.831,0.00144682413552893
"Ndufb6",7.4955740669341e-08,0.40969650684446,0.928,0.872,0.00145901349212872
"Adipor2",7.69142446035946e-08,0.943504532793411,0.32,0.14,0.00149713577120897
"Art1",7.99116063095546e-08,-2.86073109150578,0.019,0.122,0.00155547941681548
"Wwp2",8.3123466190625e-08,-0.551555925139268,0.783,0.805,0.00161799826940052
"Mcam",8.34339536968494e-08,1.12876898576414,0.337,0.148,0.00162404190870917
"Bckdhb",8.51102110818867e-08,0.738221762152052,0.426,0.212,0.00165667025870893
"Gm13889",9.15573918484089e-08,0.942374078397295,0.368,0.177,0.00178216463232928
"Thbs1",1.13945751882562e-07,-0.445354774049054,0.9,0.939,0.00221795406039406
"Aco1",1.15492719605796e-07,0.674556656220995,0.46,0.241,0.00224806578712683
"Tagln2",1.19545728030303e-07,0.339945412334066,0.942,0.913,0.00232695759610984
"Aifm2",1.30200344056306e-07,0.83505607442862,0.396,0.195,0.002534349697056
"Rgs2",1.38211308490115e-07,0.683411107628696,0.607,0.395,0.00269028311976009
"Aoc3",1.47378760539784e-07,0.811785729454297,0.415,0.209,0.0028687275739069
"Pygm",1.48236064543981e-07,-1.58210991718495,0.142,0.282,0.00288541499634859
"Plxnd1",1.70559712910007e-07,0.490381450997193,0.788,0.66,0.00331994481179329
"Acot13",1.72632931297045e-07,0.611708427222362,0.39,0.186,0.00336030000769697
"Tspo",1.7356926358747e-07,0.403876199047926,0.903,0.863,0.00337852571573011
"Immt",1.76739360794698e-07,0.551561559776518,0.758,0.593,0.00344023165786879
"Aldh4a1",1.80486692958177e-07,0.963908561472105,0.34,0.157,0.00351317347843092
"Sdha",1.81539215064586e-07,0.625687103150263,0.674,0.517,0.00353366082123217
"Coq8a",1.9793747434658e-07,0.550339194029401,0.802,0.651,0.00385285293815619
"Mtfp1",2.27756094703405e-07,1.12853509971828,0.259,0.102,0.00443327238340177
"Rtn3",2.29563077504607e-07,0.785641111792412,0.526,0.305,0.00446844530362718
"Hsp90b1",2.36866646278245e-07,0.250302093281935,0.997,0.974,0.00461060926980604
"Aldoa",2.47110683222799e-07,0.478847065335695,0.886,0.805,0.00481000944893178
"Pxmp2",2.47897521443224e-07,1.0194847550168,0.209,0.067,0.00482532525489235
"Prph",2.48273605993255e-07,2.18425879615631,0.348,0.177,0.00483264574065871
"Ndufab1",2.56558351578943e-07,0.603309124690566,0.708,0.529,0.00499390831348412
"Tpt1",2.72526145432913e-07,0.304427479786491,0.978,0.924,0.00530472142085164
"Scrg1",2.75775023319056e-07,-1.07785095809366,0.309,0.456,0.00536796082890542
"Card19",2.90794250233511e-07,0.746392917900588,0.468,0.259,0.00566031008079529
"Creb3l2",2.91454464045705e-07,-0.690659202132857,0.63,0.703,0.00567316114264965
"Dpep1",3.07995661203898e-07,1.33586223863906,0.175,0.049,0.00599513554533388
"Kcnab2",3.09405376325143e-07,0.965534115021526,0.329,0.154,0.0060225756501689
"Clybl",3.2925896836737e-07,0.837950649587433,0.376,0.183,0.00640902581927086
"Slc27a1",3.34693162749512e-07,0.55641240462547,0.476,0.253,0.00651480241291924
"Cyp27a1",3.51327779540586e-07,0.818956644250291,0.334,0.157,0.0068385952287575
"Fmc1",3.73180082078839e-07,0.646830154052362,0.604,0.401,0.00726395029766461
"Wif1",3.76931809613315e-07,-0.749463501642477,0.724,0.779,0.00733697767412317
"Sgcg",3.77564178687458e-07,-2.01420507165369,0.028,0.131,0.00734928673815137
"Sfxn1",3.82643129849931e-07,0.604402681063497,0.646,0.427,0.00744814852252891
"Aldh6a1",3.89710731188405e-07,0.57500457302847,0.696,0.483,0.00758571938258231
"2310061I04Rik",4.2321554171907e-07,0.807853733313227,0.432,0.233,0.0082378905195617
"Grap",4.28836843259649e-07,1.15752242885064,0.228,0.084,0.00834730915404907
"Slc22a3",4.29776855456042e-07,1.63516270031327,0.153,0.038,0.00836560649145185
