"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"F2r",0.00503628767812581,0.543391406045601,0.148,0.076,1
"Ackr4",0.00506123082248922,0.433578388977028,0.162,0.087,1
"Gstz1",0.00507117798249735,0.518726626854837,0.209,0.125,1
"Lepr",0.00507138197039827,0.51162249752708,0.162,0.087,1
"Atg2b",0.00507568049301869,0.745339188315616,0.156,0.084,1
"Entr1",0.00509270327440248,0.271468192102757,0.334,0.218,1
"Gbp3",0.00511472064691559,0.777990568585823,0.167,0.093,1
"Cadm3",0.00515689264354158,1.23379910004882,0.125,0.064,1
"Aldh3b1",0.00518575627292884,0.356167441552638,0.454,0.323,1
"Ccdc69",0.005192409943205,0.623170499479811,0.106,0.047,1
"Lin52",0.00520596268730558,0.328577471921236,0.306,0.195,1
"Sox17",0.0052133685661997,0.47445208989143,0.167,0.09,1
"Ssr4",0.00523175081978372,0.304783082753469,0.613,0.477,1
"Galm",0.00524382801193363,0.565113701626284,0.192,0.11,1
"Ift52",0.00524535004216912,0.411535657968704,0.187,0.105,1
"Scaf4",0.0052481903743466,0.332583151795679,0.379,0.256,1
"Snrpb",0.00525563713245155,0.508562482010962,0.259,0.163,1
"Tbx2",0.00527140004891744,0.320297293823477,0.357,0.235,1
"Dtnbp1",0.005273224534647,0.26706206262618,0.526,0.375,1
"Ccnd1",0.00527705643665952,0.403706039442397,0.259,0.16,1
"Fam171a1",0.00528098026551764,0.390200786506175,0.306,0.195,1
"Thap3",0.0052834020649853,0.257231491862477,0.29,0.18,1
"Rprd1a",0.00529566623666977,0.269986107988469,0.318,0.201,1
"Timm23",0.00529569522097486,0.305957695403264,0.638,0.5,1
"Cacnb3",0.00529609129652567,0.347577986912724,0.301,0.189,1
"Nek8",0.00530610565780708,0.519270418187893,0.145,0.076,1
"Mapk14",0.00531028720862816,0.299676855561024,0.599,0.419,1
"Trim3",0.00532519303128125,0.438158580880676,0.237,0.142,1
"Zfp775",0.00532954489757796,0.388743401134555,0.148,0.076,1
"Dmac2l",0.00533254292552683,0.611007100759598,0.136,0.07,1
"Tmem223",0.00533511597295586,0.322779774096526,0.546,0.398,1
"Rubcnl",0.00536703879100673,0.956933809560852,0.103,0.047,1
"Mospd3",0.00537291786249011,0.252344584777616,0.504,0.358,1
"Prxl2b",0.00537879759755828,0.405173654906765,0.306,0.198,1
"Sema3b",0.0053796379762906,0.539407521915167,0.181,0.102,1
"Tex261",0.00538025936296827,0.682766055044353,0.195,0.113,1
"Washc3",0.00538252866295636,0.327083110055432,0.214,0.125,1
"Ciapin1",0.00539952435858848,0.302266585457202,0.373,0.247,1
"Bambi",0.00540588440223224,0.431246248524146,0.259,0.16,1
"Naxe",0.00540929510995703,0.340397335526349,0.318,0.203,1
"Ostc",0.00542726529494559,0.319124792366829,0.331,0.215,1
"Gbe1",0.00542938082867256,0.356944174825752,0.443,0.314,1
"G3bp2",0.00543628738709089,0.313140693282214,0.596,0.459,1
"Rgs9",0.00544816683491551,0.875331039046753,0.103,0.047,1
"Ipo8",0.00546509709314018,0.444229154135702,0.167,0.09,1
"Rrp7a",0.00547522088447008,0.302840812282731,0.173,0.093,1
"Sept4",0.0054804254961839,0.32508408161204,0.245,0.145,1
"Natd1",0.00548795037219475,0.299386743334212,0.331,0.218,1
"Extl1",0.00551388783187242,-0.948241929118998,0.106,0.174,1
"Hspa13",0.0055199365228132,0.397246426661699,0.201,0.116,1
"Arhgap28",0.00560251250132787,0.874303562550514,0.123,0.061,1
"Hexim1",0.00560997733503058,0.252144947236641,0.797,0.648,1
"Arhgap9",0.00566063335816345,0.604129053136201,0.292,0.195,1
"Acer3",0.00567441852706159,0.941955960919233,0.134,0.07,1
"Ankrd27",0.00569028240189963,0.488968449639439,0.226,0.134,1
"Gatd3a",0.00569236511907789,0.303492972150487,0.521,0.395,1
"Gmfb",0.00569914236032623,0.4401776504471,0.251,0.154,1
"Arhgap35",0.00570411929813607,0.653395728782225,0.12,0.058,1
"Art4",0.00570508893957847,0.963059538186562,0.123,0.061,1
"Hpcal4",0.00571075522692838,1.37782560688388,0.109,0.052,1
"Map2k4",0.0057137173201339,0.439314871842089,0.256,0.16,1
"Il3ra",0.00577282205232993,0.375025509796145,0.365,0.25,1
"Exosc7",0.00578258797848127,0.319203650326321,0.368,0.244,1
"Gabarapl2",0.00578333439102905,0.256119454937683,0.78,0.68,1
"Rbm45",0.00578393770158895,0.38182607588074,0.287,0.183,1
"Zfp871",0.00578570314322255,0.398762201802171,0.273,0.174,1
"Brsk1",0.0057984868023348,0.984147699352635,0.134,0.07,1
"Nbas",0.00586513086176814,0.277140284492603,0.39,0.265,1
"Trpv2",0.00588531932968312,0.313285870263627,0.357,0.235,1
"Glud1",0.00590810137031915,0.254656610916314,0.641,0.503,1
"Rtn2",0.00590928669962905,-1.54267465924206,0.058,0.113,1
"Cspp1",0.00592711511102246,0.316848015968618,0.345,0.227,1
"March1",0.00593924460105668,0.251881136886193,0.156,0.081,1
"St6galnac4",0.00594864744692842,0.267661998285473,0.504,0.366,1
"Kremen1",0.00596988378739842,0.288865932113305,0.365,0.238,1
"Il15ra",0.00597290682676779,0.447886399602873,0.212,0.125,1
"E2f3",0.0059821335230179,0.349715852680297,0.343,0.233,1
"Top2b",0.0059885841120345,0.303130291648795,0.513,0.369,1
"Rcor3",0.00600280083135343,0.277279146231889,0.24,0.142,1
"Il6ra",0.00600696155007095,0.718164078741629,0.148,0.078,1
"Nol4l",0.00602464440712844,0.458250963377424,0.245,0.151,1
"Sirpa",0.0060278552507036,0.256742390138236,0.655,0.488,1
"Sparcl1",0.00603277073794059,0.409103314461453,0.409,0.297,1
"Emilin2",0.00603904776285584,0.317252302591256,0.476,0.34,1
"Arid5a",0.00609508377145984,0.705529623397467,0.189,0.113,1
"Pradc1",0.00609792373772287,0.435706299084977,0.32,0.212,1
"Nr1h3",0.006109375759385,0.330789206191738,0.226,0.134,1
"Gramd1b",0.00611658550721874,0.289842471292167,0.24,0.145,1
"Sbf1",0.00611833458609353,0.369902182683791,0.396,0.276,1
"Ngdn",0.00612189641765147,0.298669838173651,0.295,0.189,1
"Zbtb21",0.00612314637915107,0.405218540629058,0.195,0.11,1
"Ncf4",0.00618221162805315,0.39480493601864,0.496,0.366,1
"Cwf19l2",0.00618965755478615,0.378393944679893,0.134,0.067,1
"Nfkbid",0.00619076997501567,0.737991111757739,0.131,0.067,1
"Abhd4",0.0062234063972227,0.275937981689827,0.276,0.169,1
"Depdc5",0.00624779562620941,0.489120724666585,0.231,0.142,1
"Slc25a46",0.00624873781594204,0.447985878991929,0.153,0.081,1
"Noct",0.00625044389611669,0.272324306685948,0.409,0.273,1
"Armt1",0.0062513185121783,0.316348516006013,0.136,0.07,1
"Trappc8",0.00628730951220087,0.405735018884174,0.125,0.061,1
"Gtf3c1",0.00632143811468572,0.283007449452671,0.292,0.183,1
"Appbp2",0.00632391465559077,0.530586801908257,0.189,0.11,1
"Hprt",0.00632750654697487,0.299700829919595,0.387,0.265,1
"Mcmbp",0.0063339279035803,0.283241785821988,0.485,0.334,1
"Ing4",0.0063356463907924,0.449745659358142,0.228,0.14,1
"Atp6v1d",0.00633676253065556,0.350862798141691,0.404,0.27,1
"Cops7a",0.00636273583033735,0.29035380732443,0.577,0.445,1
"Ctsg",0.00639793050202777,0.277504908513722,0.521,0.381,1
"Gak",0.00639971087477936,0.286306797735246,0.688,0.52,1
"Arsk",0.00640411558040974,0.695839882384631,0.109,0.049,1
"R3hcc1",0.00642066526377977,0.539967161102498,0.231,0.142,1
"2310039H08Rik",0.00643921428029033,0.251773050233324,0.454,0.32,1
"Abcg4",0.00645512708543708,0.291110398197222,0.437,0.308,1
"Swap70",0.00647130750260042,0.479002789350312,0.259,0.16,1
"Pnpt1",0.0065077512012011,0.333922094118481,0.162,0.087,1
"Med13",0.00652930024189752,0.474412003373477,0.29,0.186,1
"Hpcal1",0.00653579441972365,0.298520490326344,0.646,0.503,1
"Eef1akmt4",0.00655625419054903,0.627426414229856,0.12,0.058,1
"Eif5a2",0.0065592943276708,0.691978092861001,0.148,0.078,1
"Ddo",0.00656782095067002,0.271803829701738,0.15,0.078,1
"Ccdc85a",0.00657685966525182,0.461750177663831,0.175,0.099,1
"Krt7",0.00658815123736644,-1.21424859438481,0.081,0.142,1
"Dnajc1",0.00661598305149038,0.38667103953006,0.214,0.128,1
"Sec23a",0.00665761188916906,0.360074120305166,0.284,0.183,1
"Sephs1",0.00666799792074467,0.411519319155705,0.376,0.259,1
"Wdr44",0.00667269073948537,0.51588883856497,0.184,0.105,1
"Pole4",0.00667719268461451,0.25125252001874,0.563,0.404,1
"1600012H06Rik",0.00667807040050246,0.31190924646369,0.203,0.116,1
"Kcnb1",0.00668583895877724,0.31108888731851,0.195,0.11,1
"Adgrg1",0.00668662478273689,0.281555039250115,0.588,0.43,1
"Gprc5b",0.00668746843924499,0.372388187804393,0.167,0.09,1
"Kif5c",0.00668835355409041,0.839955452689476,0.117,0.058,1
"Cdkn2aip",0.00669123654973268,0.372564276126493,0.12,0.058,1
"Manea",0.00670834757878031,0.299275729416318,0.256,0.16,1
"Ifitm6",0.00674971867972111,0.343322466255404,0.476,0.352,1
"Rbms1",0.00675695373420195,0.331886967879176,0.446,0.317,1
"Vat1",0.00675757437163093,0.492049683177044,0.557,0.413,1
"Aip",0.00678352618752626,0.255216133427126,0.532,0.381,1
"Itgb2",0.00680515153041948,0.357064977766331,0.643,0.515,1
"Shb",0.00681052426951163,0.465990970177582,0.173,0.096,1
"Cptp",0.00683054206177276,0.263475541455467,0.195,0.11,1
"Lrrc41",0.0068330744778821,0.311711270716147,0.189,0.108,1
"Slc7a6",0.00683785632309735,0.509655177935398,0.111,0.052,1
"Cflar",0.0068572976934685,0.365634361565537,0.329,0.215,1
"Agpat1",0.00687367342665871,0.392750414584585,0.273,0.172,1
"Trappc9",0.00687522981336095,0.271950741424961,0.49,0.352,1
"Xpo6",0.00688658093540972,0.309531454507088,0.479,0.346,1
"Pear1",0.00690313711544447,0.559788889909858,0.159,0.087,1
"Atp6ap2",0.00690325338126484,0.299637893129658,0.501,0.352,1
"Grrp1",0.00691085820326102,0.321952280338108,0.198,0.116,1
"Eif1",0.00691238881499036,0.287829817153439,0.577,0.416,1
"Cd99l2",0.00691562079047307,0.40105652581814,0.301,0.195,1
"Gsdme",0.00692002453252854,0.495512113772917,0.181,0.105,1
"Cav2",0.00692804523135773,0.347453342612546,0.387,0.267,1
"Efr3a",0.0069337047497153,0.31224866149932,0.396,0.27,1
"Rapgefl1",0.00693657095797351,0.44188066871404,0.206,0.122,1
"Chic2",0.00693860505348878,0.380407194269525,0.331,0.224,1
"Ist1",0.00694535437412583,0.303984014356411,0.245,0.148,1
"Znrf1",0.00696059018419251,0.294496391787188,0.451,0.308,1
"Cops7b",0.00698538351222237,0.64037771939927,0.148,0.078,1
"Exd2",0.00699192428959447,0.276259826825001,0.198,0.113,1
"Fancc",0.00699624480186911,0.694438773500672,0.167,0.093,1
"Zfp688",0.00700002915228281,0.3737334905979,0.287,0.189,1
"Mcm5",0.00700164447682526,0.264035132037533,0.783,0.654,1
"Mapk7",0.00701812899799274,0.253375142846333,0.153,0.081,1
"4930402H24Rik",0.00702891579081758,0.341742769428074,0.279,0.18,1
"Wdr24",0.00703522713509146,0.598087283962858,0.162,0.09,1
"Gcnt2",0.00704344043625402,0.475919861979185,0.212,0.128,1
"Slc15a4",0.00704750546042805,0.402025347382242,0.156,0.084,1
"Ncbp3",0.00705252647087963,0.309978828687661,0.465,0.334,1
"Mob4",0.00705718775868295,0.388932606519114,0.312,0.201,1
"Ptdss1",0.00708611871562165,0.285870866405097,0.446,0.314,1
"Frrs1",0.00710331625077246,0.263018937527955,0.231,0.14,1
"Bub1b",0.00710657476397049,0.391253545672973,0.267,0.169,1
"Zim1",0.00711328468083051,-1.10742795917612,0.075,0.134,1
"Vps35",0.00711881043097331,0.332046707190069,0.415,0.279,1
"Npepl1",0.00712339382997547,0.32474274963054,0.365,0.244,1
"Myh10",0.0071377459869969,0.412469674307367,0.318,0.206,1
"Mrrf",0.007160452141771,0.274212665240599,0.259,0.163,1
"Errfi1",0.00716081364601354,0.35443414963166,0.203,0.119,1
"Pmm2",0.00719065158306859,0.558606893788682,0.214,0.131,1
"N4bp3",0.0072051493852016,0.429668458408192,0.248,0.157,1
"Edc3",0.00722999041165549,0.377415199879594,0.354,0.238,1
"Trim16",0.00724518319692135,0.271848086375474,0.226,0.134,1
"Rbpms2",0.00726937758129526,0.395717239704352,0.184,0.105,1
"Stfa3",0.00730846724458924,-1.00088141790351,0.111,0.174,1
"Snrpd1",0.00731719864880435,0.356597227011658,0.401,0.279,1
"Pigm",0.00735374668349066,0.876916799055135,0.125,0.064,1
"Rhobtb2",0.00735608409750928,0.294948916127213,0.125,0.061,1
"Gtf2e2",0.00737856008699496,0.333385388169158,0.248,0.151,1
"Rassf1",0.00742836455818149,0.351013196925163,0.312,0.206,1
"Ncor1",0.00746208066758398,0.277413297441522,0.354,0.238,1
"Elp4",0.00749136793994007,0.456004214389276,0.181,0.105,1
"Znhit6",0.0075017223135904,0.557301415942767,0.15,0.081,1
"Fv1",0.00753031066373369,0.660343350541688,0.131,0.067,1
"Coq9",0.00753567475206556,0.311277562927072,0.696,0.578,1
"Zfp318",0.00755842914125306,0.387411089428462,0.22,0.137,1
"Zfp553",0.00757762640590207,0.398986755779929,0.203,0.122,1
"Decr2",0.00759082305897094,0.394979427072025,0.343,0.235,1
"Pag1",0.00760455788260977,0.306518176122604,0.387,0.267,1
"Gm266",0.00762244820505263,0.348436415238818,0.318,0.212,1
"Bub3",0.00766146124246847,0.343967061227256,0.613,0.471,1
"Eno2",0.00766371689361844,0.755586778670633,0.189,0.113,1
"Agpat5",0.00766738842790551,0.342537588748931,0.226,0.137,1
"Ccr2",0.00771856121951184,0.359056703972959,0.231,0.142,1
"Ap4s1",0.00771917059741152,0.589024153616362,0.145,0.078,1
"Bmp3",0.00772739653787388,0.307163612509199,0.468,0.343,1
"Edem3",0.00775500123053364,-0.662060745090726,0.265,0.328,1
"Senp5",0.00776594139588843,0.57809599890459,0.145,0.078,1
"Pgk1",0.00777093254763214,0.255410668805296,0.351,0.238,1
"Laptm4b",0.00778104208800676,-0.513050421214401,0.532,0.558,1
"Syngr2",0.00779331947157733,0.264309234311892,0.696,0.567,1
"Plk1",0.00780968435935721,0.32786578128264,0.27,0.172,1
"Ltv1",0.00781349706164327,0.562922835192204,0.123,0.061,1
"Tmco1",0.00784552025899028,0.350269831643257,0.226,0.137,1
"Fam219a",0.00784802595427926,0.418729596172084,0.276,0.177,1
"Nup160",0.00786854571087028,0.753070886295032,0.167,0.096,1
"Ebf1",0.00788508076288484,0.322628197595572,0.585,0.436,1
"Rnf34",0.00789161982785112,0.292065964458031,0.323,0.215,1
"Ccm2l",0.00790210306546144,0.415062318204889,0.217,0.131,1
"Ahi1",0.00794355796826333,0.569879553989707,0.106,0.049,1
"Vamp1",0.00795742628495812,0.287271029095585,0.114,0.055,1
"Grk6",0.00797473856971696,0.270351712841939,0.657,0.52,1
"Tnfrsf12a",0.00797918914949487,-0.792808363559392,0.287,0.343,1
"Myh9",0.00798874944154236,0.265636299214261,0.802,0.698,1
"Tmem161b",0.00799931958000029,0.273127135071269,0.184,0.105,1
"Npepps",0.0080107786400672,0.405522454857625,0.267,0.172,1
"Slc10a7",0.00801901684338646,0.461968027073615,0.106,0.049,1
"Commd10",0.00808690018216977,0.289091953006912,0.276,0.177,1
"Mfn2",0.00809863558162214,0.27691893716095,0.231,0.14,1
"H2-K1",0.00818991551764366,0.287864266367567,0.382,0.265,1
"Snai2",0.00822735953992839,0.435669785873007,0.279,0.18,1
"Wdr86",0.00822903900111848,0.651164429322603,0.1,0.047,1
"Plekhb2",0.00823130488779467,0.384633101717035,0.142,0.076,1
"Adcyap1r1",0.00825632384147925,0.40967327449779,0.142,0.076,1
"Psmg4",0.00826865152591391,0.335120993067222,0.382,0.259,1
"Tmem131l",0.0082747252096939,0.310999674291694,0.418,0.291,1
"Fnbp4",0.0082765653234436,0.613497183870499,0.181,0.108,1
"Flt1",0.00827704387055607,0.273025006828547,0.487,0.375,1
"Lrrc8a",0.00828057145247513,0.440860822638374,0.318,0.215,1
"Rbpms",0.00828150838123494,0.265604107377023,0.214,0.125,1
"Dgkd",0.0082852411303362,0.32677931926117,0.632,0.48,1
"Myo10",0.00828672309141426,0.265316833572651,0.688,0.555,1
"Il2ra",0.00843096911356306,0.991877698436126,0.125,0.067,1
"Sertad4",0.00844854004949648,-0.786101945405648,0.189,0.259,1
"Jph1",0.00847462590260136,-1.05831000182367,0.134,0.195,1
"Slc9a3r2",0.0084955393879928,0.305918012453943,0.532,0.413,1
"Slc7a2",0.00850154614394917,-1.04159360310693,0.103,0.163,1
"Slc16a2",0.0085092503861379,0.381051004738564,0.134,0.07,1
"Megf10",0.00852842123589343,0.594685970337284,0.117,0.058,1
"Srd5a3",0.00856823849180576,0.358102448150855,0.131,0.067,1
"Selplg",0.00859673232745145,0.308409289999582,0.568,0.413,1
"Ilk",0.00863479442091677,0.294370123791295,0.632,0.5,1
"Usp3",0.00863877199671949,0.359937369220193,0.237,0.145,1
"Metap1",0.00865621980118627,0.407730333753364,0.203,0.122,1
"Rnf14",0.00865871507625455,0.404526162786554,0.24,0.148,1
"Wdr1",0.00868407465700346,0.273683536656227,0.749,0.628,1
"C87436",0.00868432650084332,0.410190574270814,0.178,0.102,1
"Cox14",0.0087060147846026,0.335828285205512,0.487,0.363,1
"Tmem163",0.0087341961057419,-0.636553700364979,0.245,0.317,1
"Gdi2",0.00874539128586894,0.411900295275045,0.393,0.282,1
"Fgd3",0.00875602176056665,0.305752363583074,0.446,0.308,1
"Nup43",0.00877517180710153,0.379755223481579,0.189,0.11,1
"Fcna",0.00878460836047148,0.342708484826133,0.32,0.218,1
"2510039O18Rik",0.00880090216997509,0.268388301210106,0.543,0.41,1
"Fbxl19",0.00880785669557407,0.381915738626595,0.231,0.142,1
"Jak2",0.00881055198145624,0.317584642140283,0.242,0.151,1
"Zfp719",0.00881320496116439,0.593385791747814,0.153,0.084,1
"Cav1",0.00882241624326198,0.306068945678639,0.393,0.285,1
"Ddhd2",0.00883339525173671,0.307070443220959,0.315,0.206,1
"Sgta",0.00885329190728881,0.2658546709999,0.733,0.628,1
"Wrnip1",0.0088643831457792,0.27866918735929,0.49,0.352,1
"Mxd3",0.00886917282420283,0.332400930669675,0.376,0.259,1
"Tle2",0.00890953156676982,0.542564293835268,0.1,0.047,1
"Fam167a",0.00892095871545419,0.532305038731979,0.167,0.096,1
"Vstm4",0.00892609443657219,0.334000261857558,0.468,0.34,1
"Uba6",0.0089315009783863,0.303556083727422,0.228,0.14,1
"Tax1bp3",0.00894270204725556,0.337646264535659,0.206,0.122,1
"Bex2",0.0089431636050826,1.22437273175153,0.153,0.087,1
"Cep120",0.00894613962396601,0.772157675656415,0.15,0.084,1
"Fktn",0.00894881388081578,0.547127926235818,0.114,0.055,1
"Pcgf3",0.00896946626088986,0.354873684742037,0.237,0.148,1
"Dpy19l3",0.0089702262174984,1.08905731707213,0.106,0.052,1
"Zfp746",0.00900243802700225,0.265572856969193,0.407,0.285,1
"Rsl1d1",0.00900906379305902,0.355036956561049,0.379,0.259,1
"Immp2l",0.00902625208568577,0.289722837461633,0.15,0.081,1
"Rspry1",0.00903740807391492,0.426238748431082,0.292,0.192,1
"Lin28a",0.0090631264787718,0.477668634853229,0.178,0.105,1
"Nfxl1",0.0090765784568621,0.529912986476925,0.164,0.093,1
"Mvb12a",0.00912728323006185,0.318023545839894,0.309,0.201,1
"Rmc1",0.00913439634299455,0.254096910963181,0.66,0.515,1
"Nt5c3b",0.00913569096680968,0.423327257665772,0.292,0.192,1
"Ptpn21",0.00918302987644972,0.667994147199522,0.111,0.055,1
"Agap3",0.00920671936372389,0.411461593415564,0.423,0.299,1
"Atxn10",0.0092265274003426,0.350131481591823,0.201,0.119,1
"Mipep",0.00923012572791226,0.280442873794611,0.159,0.087,1
"Gpr108",0.00924222756286454,0.336133906993215,0.331,0.224,1
"Irak2",0.00929305974973893,0.475941921322848,0.175,0.102,1
"Tdrd7",0.00931969242394167,0.357587194645235,0.134,0.07,1
"Tcf7",0.0093290102030381,0.580912263345504,0.111,0.055,1
"Kansl1l",0.00934634465927424,0.585367178496406,0.109,0.052,1
"Plxnb1",0.00935732447974168,0.750283054316637,0.128,0.067,1
"Siglec15",0.00936187109513939,0.444357586338397,0.217,0.134,1
"Xrn1",0.009394939592979,0.386653301507907,0.231,0.142,1
"Heph",0.00945578037290978,0.842395239382257,0.111,0.055,1
"Lynx1",0.00955330281879956,0.322203990553878,0.351,0.233,1
"Kdm3a",0.00956078735895659,0.310414082077497,0.164,0.093,1
"C1qtnf2",0.00961137075415383,-1.48508135749874,0.192,0.241,1
"Nxf1",0.00961815355546203,0.408943981564429,0.27,0.174,1
"BC029722",0.00962528116049922,0.332512308876505,0.421,0.297,1
"Chsy3",0.00969607887699702,0.295200701191953,0.538,0.398,1
"Rad9a",0.00976115173725193,0.373805818205353,0.279,0.18,1
"Mfsd11",0.00976996142580183,0.278734355757642,0.315,0.209,1
"Eif3c",0.00980390938822397,0.273116303407876,0.783,0.637,1
"Dlg5",0.00989137716286965,0.32212069881142,0.287,0.186,1
"Cdc34",0.00990787120470261,0.294707315004211,0.496,0.363,1
"Nkiras1",0.00991517330973325,0.30667372040498,0.162,0.09,1
"H2-Eb1",0.00992924820867244,0.312321944322187,0.318,0.212,1
"Taf10",0.00994855023944084,0.294430425569217,0.29,0.186,1
"Capn15",0.00997374598109229,0.397884305349699,0.217,0.134,1
"Asns",0.00998311433490321,0.274582333829797,0.621,0.462,1
"Polr1b",0.00999459573534987,0.407842934790857,0.203,0.125,1
"Epb41l3",0.0100034896251966,0.650571856557887,0.175,0.105,1
"Sde2",0.0100119620172543,0.322282977508119,0.418,0.297,1
"Tmem43",0.0100359188906264,0.28734225598014,0.256,0.163,1
"Dhcr7",0.0100747849170378,0.460553915077814,0.195,0.116,1
"Ddit3",0.0100764854790278,0.336245748627311,0.351,0.241,1
"Ndufv2",0.0100803791662285,0.302389183468943,0.554,0.43,1
"Alg2",0.0101582057828403,0.290086966803738,0.234,0.145,1
"Hist2h2be",0.0101775452152876,0.400175925957263,0.198,0.119,1
"Klhl42",0.0101896151305752,0.331666690329135,0.421,0.297,1
"Macrod1",0.0101917928786185,0.273901018939602,0.513,0.392,1
"Slc20a2",0.0102090330578195,0.336971417837847,0.373,0.259,1
"Apobec1",0.0102140164554549,0.332998828414084,0.136,0.073,1
"Rfc3",0.0102265768237232,0.2669398459941,0.184,0.108,1
"Mmp14",0.0102477990652825,0.258326240842998,0.716,0.561,1
"Aar2",0.0102927013327819,0.270899998819365,0.357,0.235,1
"Ptgis",0.0103095716922573,-0.302090508745902,0.822,0.811,1
"Trim65",0.0103147253963336,0.495466972189168,0.203,0.125,1
"Abt1",0.0103914663007067,0.411233244679184,0.276,0.183,1
"Zfp672",0.0104071611651924,0.292796775725872,0.267,0.172,1
"Tmem256",0.0104546243221459,0.286770551495994,0.407,0.288,1
"Serpina3g",0.0105069163766444,0.52600799883325,0.24,0.154,1
"Smad2",0.010543015209781,0.391294522654833,0.198,0.119,1
"Slc10a3",0.0105499246374064,0.56348666486659,0.111,0.055,1
"Kif20b",0.0105562701803874,0.50338682482507,0.209,0.131,1
"Adcy5",0.0105578791472093,-0.976199032818551,0.117,0.18,1
"Ascc3",0.0105831835638348,0.364766629093078,0.22,0.137,1
"Chga",0.0106473125489221,1.69105909965071,0.136,0.078,1
"Ogfr",0.0106536422260861,0.41053747426205,0.242,0.154,1
"Il16",0.0107090256983684,0.27591382347923,0.418,0.294,1
"Ppil4",0.0107346296175721,0.531803945333158,0.164,0.096,1
"Zrsr2",0.0107638627437009,0.5861613542728,0.187,0.113,1
"Asl",0.010812672989639,0.393884785822834,0.292,0.192,1
"Ppp4r2",0.0108230099665134,0.395385572476544,0.345,0.241,1
"Wdr43",0.0108759321894016,0.324523048233588,0.279,0.18,1
"Phc3",0.0108786120209713,0.410344726235333,0.226,0.14,1
"Caskin2",0.0108790360758219,0.373119044441673,0.181,0.108,1
"Btk",0.0108912645834925,0.521678640415086,0.189,0.113,1
"Zscan21",0.0108935699855705,0.29863705893117,0.331,0.224,1
"Rab22a",0.0109492508037025,0.297836731712197,0.359,0.244,1
"Lin37",0.0109511641073859,0.254649124591083,0.292,0.192,1
"Rusc2",0.010965167836347,0.274677446007158,0.396,0.285,1
"Togaram1",0.0109761513858325,0.269591417909483,0.156,0.087,1
"Xndc1",0.0109782960977332,0.323378141335728,0.136,0.073,1
"Herc2",0.0110485779419968,0.274858239079084,0.393,0.267,1
"Wdr4",0.0110619381697113,0.250954583215482,0.32,0.212,1
"Fuom",0.0110629491828765,0.351970890818017,0.187,0.11,1
"Mvb12b",0.0110740586568721,0.322019348538323,0.343,0.238,1
"Sgcb",0.0111045476262493,0.492462994850553,0.234,0.151,1
"Tmem59",0.0111135189600223,0.273833711083375,0.37,0.25,1
"Esco2",0.0111574836182503,0.288923844724964,0.253,0.163,1
"Bach1",0.0111764490638204,0.256337506338998,0.253,0.16,1
"Rsl24d1",0.0111836146310173,0.341665683718779,0.245,0.16,1
"Kbtbd2",0.0112059755828245,0.455756940030398,0.159,0.09,1
"Plcb2",0.0112333812946297,0.613337945700937,0.187,0.113,1
"Gatb",0.0112427625412896,0.490062017892607,0.125,0.067,1
"Ift46",0.011247285447403,0.61438930504252,0.237,0.154,1
"Stk10",0.0112950872095849,0.517103091757449,0.123,0.064,1
"Slc22a17",0.0113275754470263,0.283774341779661,0.309,0.203,1
"Sh3glb2",0.0114031106063037,0.278307432978755,0.596,0.477,1
"Fiz1",0.0114748278736723,0.351822328627486,0.248,0.16,1
"Ppil1",0.0114756040447351,0.444242935215841,0.318,0.218,1
"Fan1",0.0114860304510895,0.617852007928244,0.142,0.078,1
"Lsm3",0.0114904024031581,0.313095691396502,0.24,0.151,1
"Zfp386",0.0115202691606074,0.310556405669172,0.12,0.061,1
"Cul1",0.0115524700245437,0.291519163616648,0.588,0.448,1
"Trmt61a",0.0115621739983185,0.561802854600039,0.223,0.145,1
"D6Wsu163e",0.0115793206671506,0.665186556149414,0.145,0.081,1
"Atf1",0.0116106584698654,0.471694979096647,0.209,0.128,1
"Pafah2",0.0116405174883678,0.434911174492138,0.114,0.058,1
"Zc3h3",0.0116482944168727,0.38536552241256,0.24,0.154,1
"Cbarp",0.0116545342569254,0.911593642092896,0.109,0.055,1
"Ltb4r1",0.0116718975539519,0.323483522378236,0.295,0.198,1
"Zfp217",0.0117011806331532,0.545974205621239,0.228,0.142,1
"Gmeb2",0.0117283726133964,0.338459981941257,0.209,0.131,1
"Foxk1",0.0117321426804766,0.336362265750336,0.306,0.206,1
"Fzd1",0.0117447221128309,0.254712159945584,0.354,0.247,1
"Acp6",0.0117598336172431,0.359526893991518,0.162,0.093,1
"Magoh",0.0117660208379905,0.563333170713893,0.153,0.087,1
"Enpp3",0.0117744591688753,0.288903303780691,0.128,0.067,1
"Hspa4l",0.0117865551090632,0.272355083030561,0.267,0.172,1
"Mpdz",0.0117924403994193,0.250573093684853,0.228,0.142,1
"Rheb",0.0117943917076825,0.28606212178887,0.368,0.259,1
"Pus10",0.0118056747517694,0.255079592745947,0.245,0.151,1
"Fabp7",0.0118369345743334,1.18595086210178,0.12,0.064,1
"Fbxo33",0.0118412715127946,0.399727463277976,0.17,0.099,1
"Elmo1",0.0118488923543948,0.432757483396446,0.245,0.157,1
"Cnih4",0.0118542394739441,0.288970497840825,0.228,0.14,1
"Morf4l2",0.0118670843610289,0.324089039481988,0.312,0.209,1
