"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Tnni1",1.66458566777777e-06,-3.46018953567122,0.044,0.341,0.0290969574727555
"Psmc2",1.80038606058231e-06,0.839478599141867,0.897,0.618,0.0314707483389788
"Sh3bgrl3",1.80798864728987e-06,0.970860281596256,0.824,0.624,0.0316036415546269
"Serpinf1",1.81855597205646e-06,0.763439658172081,1,0.948,0.0317883583915469
"Pdia3",1.85002063667687e-06,0.58778854479992,1,1,0.0323383607291116
"Pim1",1.89833813284694e-06,0.875096942071162,0.882,0.671,0.0331829505621645
"Cfl1",1.9110779479373e-06,0.567386708681206,1,0.977,0.0334056425299441
"Chchd10",1.9904760959114e-06,1.19778776234816,0.735,0.509,0.0347935221565313
"Atf4",1.9996694000592e-06,0.589644573038026,0.985,0.884,0.0349542211130349
"Sec61b",2.05010075630422e-06,0.956983075793817,0.868,0.671,0.0358357612201977
"Uqcr10",2.122232446469e-06,0.845618893852867,0.926,0.723,0.0370966231642781
"Arf4",2.18690191480113e-06,0.907400801205164,0.912,0.723,0.0382270454707238
"Eif4b",2.18966622308377e-06,0.767657315757337,0.956,0.844,0.0382753655795044
"Rpn1",2.27405751332352e-06,0.756600179435853,0.971,0.89,0.0397505253328951
"Casq1",2.35170256768749e-06,-2.60036719371948,0.074,0.382,0.0411077608831774
"Amfr",2.35991913357155e-06,0.773562747829777,0.912,0.734,0.0412513864548308
"Anxa2",2.43266657909773e-06,0.776738978823109,1,0.821,0.0425230118026284
"Isg20",2.60557602794079e-06,0.873234198053973,0.912,0.74,0.0455454689684051
"Sun2",2.61877622959338e-06,0.581630640023408,0.971,0.948,0.0457762084932922
"Cryab",2.63345948163791e-06,-1.49236994142037,0.471,0.723,0.0460328717390306
"Prkar1a",2.65308222217e-06,0.57154965539653,0.971,0.948,0.0463758772435316
"Mmp14",2.70631525175557e-06,1.24552512451055,0.765,0.48,0.0473063906006874
"Otud5",2.71572131803295e-06,0.826049367689855,0.897,0.665,0.0474708086392159
"App",2.72081088753493e-06,0.554144363074356,1,1,0.0475597743141107
"Scd1",2.75104778319232e-06,1.59770884803698,0.529,0.254,0.0480883152502017
"Cyb5r3",2.75349292479838e-06,0.873649421841812,0.882,0.59,0.0481310563254757
"Kcnk3",2.75949462629721e-06,1.61565422231229,0.456,0.173,0.0482359660676753
"Anp32b",2.79541833367629e-06,0.624699361915294,1,0.994,0.0488639124726616
"Smdt1",2.87761958032145e-06,0.881143958388736,0.882,0.59,0.050300790264019
"Ndufa5",2.88212217193731e-06,1.13143669533095,0.779,0.532,0.0503794955654641
"Nudc",2.9205697558308e-06,0.576522242685302,1,0.965,0.0510515593319224
"Ets2",3.0319150500303e-06,0.983111815826346,0.794,0.514,0.0529978750745297
"Ndufv3",3.15000646171002e-06,0.801886587137711,0.941,0.746,0.0550621129506911
"Maf",3.15470504039685e-06,0.822597483717398,0.912,0.705,0.0551442441061369
"Clic1",3.18426757753876e-06,0.721910179717196,0.941,0.711,0.0556609972553775
"Ucp2",3.33947232869257e-06,0.71292198289401,1,0.827,0.0583739763055461
"Tmcc2",3.42061155123334e-06,0.561247634991073,1,0.994,0.0597922899155587
"Lmo4",3.56066716096481e-06,0.789002945008944,0.912,0.74,0.0622404619736649
"Aldh2",3.57445474053887e-06,0.805271607557115,0.912,0.786,0.0624814688646194
"Pcolce",3.59603404369731e-06,0.977931576720666,0.824,0.532,0.062858675083829
"Anp32a",3.61171855543883e-06,0.554094690335029,1,0.971,0.0631328403490707
"Pgam2",3.7356833280222e-06,-2.68845852334434,0.044,0.335,0.065299744573828
"Acin1",3.74897994251967e-06,0.75298435563585,0.941,0.821,0.0655321693952438
"C1qbp",3.89586623409771e-06,1.14971932218017,0.632,0.306,0.068099741772028
"Fh1",3.94222929031987e-06,1.20357453275754,0.647,0.382,0.0689101679947912
"Nrap",3.94408589383054e-06,-3.9007621270572,0.015,0.283,0.0689426214241578
"Hadh",4.44234191164298e-06,1.51963258239115,0.544,0.283,0.0776521366155194
"Pf4",4.45717840994198e-06,0.87155028185359,1,0.815,0.0779114786057859
"H2afy",4.46987469930939e-06,0.875096942071162,0.882,0.694,0.0781334097439281
"Hexim1",4.47810701165446e-06,0.968653763132655,0.838,0.578,0.07827731056372
"Capzb",4.64651809830118e-06,0.903930995276889,0.779,0.543,0.0812211363583047
"Stk11",4.74191980133926e-06,0.817485321166419,0.882,0.572,0.0828887581274103
"Hand2",5.0845840628095e-06,2.49916847983144,0.221,0.035,0.08887852941791
"Bmp1",5.0973564129674e-06,0.772695259482871,0.897,0.734,0.0891017900986702
"Isca2",5.39012694450774e-06,0.921156769286538,0.853,0.59,0.0942194189899954
"Actn2",5.59607279731568e-06,-2.42101893839054,0.103,0.393,0.0978193524970781
"Cpox",6.04757475312906e-06,0.72072624968907,0.912,0.694,0.105711606684696
"Sh3pxd2a",6.32009839085909e-06,1.07153094377296,0.735,0.486,0.110475319872217
"Mindy2",6.33388914898222e-06,0.668205395655745,0.971,0.792,0.110716382324209
"Selenof",6.42080555806709e-06,0.740310279816387,0.926,0.815,0.112235681155013
"Hnrnpm",6.60917810349321e-06,0.594258248351157,0.985,0.902,0.115528433249061
"Fam20c",7.21101733344376e-06,0.839225305889074,0.765,0.578,0.126048582988597
"Eng",7.32796995955558e-06,1.25304320902184,0.632,0.376,0.128092914893031
"Ckmt2",7.39925978482553e-06,-3.71892380407139,0.015,0.272,0.12933906103875
"Rtf2",7.45280130650927e-06,0.817616005983836,0.838,0.578,0.130274966837782
"Lsp1",7.48059249193077e-06,0.645648628224469,0.941,0.803,0.13076075675895
"Aplp2",7.49076569835824e-06,1.07586336456899,0.721,0.514,0.130938584407302
"Ilrun",8.29207105696674e-06,0.653389398526304,0.956,0.844,0.144945402075779
"Larp4b",8.29762646145899e-06,0.754340767892259,0.853,0.59,0.145042510546303
"Leng8",8.4187546749874e-06,0.660604745657422,1,0.844,0.14715983171878
"Trir",8.64971864083665e-06,0.698072548245513,0.956,0.717,0.151197081841825
"Ccna2",8.65667121898982e-06,0.807645856426396,0.912,0.647,0.151318612907942
"Egfl7",8.67391450232177e-06,1.79462436335761,0.456,0.214,0.151620025500585
"Cramp1l",8.71848192568596e-06,0.995059142833998,0.779,0.572,0.152399064060991
"Camp",8.76929000953084e-06,0.521553282060923,1,1,0.153287189366599
"S100a8",9.41658566354918e-06,0.535874681466544,1,1,0.16460191739884
"Mybpc1",9.43542174294532e-06,-2.91962115430852,0.044,0.312,0.164931172066684
"Uqcrh",9.46386796453546e-06,0.960982749779727,0.735,0.491,0.16542841202008
"Snx3",9.52583504799102e-06,0.806057175254657,0.926,0.653,0.166511596638883
"Anxa1",9.53695012866073e-06,0.737873556303488,0.971,0.792,0.16670588824899
"Gng11",9.75136429963372e-06,0.9090442739945,0.779,0.572,0.170453847957597
"Rgcc",9.83976448206658e-06,0.822250269335168,0.868,0.624,0.171999083146524
"Ypel3",9.85826257315735e-06,0.563614668356803,1,0.988,0.172322429778791
"Brd2",1.01239300252924e-05,0.768226673292999,0.897,0.711,0.17696629684211
"Mcm5",1.03638053613973e-05,0.795755445376256,0.824,0.555,0.181159317717224
"Chchd3",1.05293808114312e-05,0.999242082966078,0.735,0.526,0.184053576583817
"Blvrb",1.05411129694378e-05,0.542344621033217,1,0.994,0.184258654705772
"Cd79a",1.09738645141635e-05,0.858127305663765,0.853,0.671,0.191823151707578
"Kat6a",1.13289332219166e-05,1.11998790248456,0.735,0.543,0.198029752719102
"Limd2",1.15081940780568e-05,0.836970654067202,0.824,0.561,0.201163232484432
"Cotl1",1.24013712919058e-05,0.865401773306729,0.882,0.647,0.216775970182513
"Csrp3",1.26797169924733e-05,-2.09909084350318,0.118,0.405,0.221641453028433
"Prxl2a",1.27766997006563e-05,0.853350773723424,0.868,0.665,0.223336710767471
"Marcks",1.29019460795283e-05,0.734188509495632,0.956,0.838,0.225526017470155
"Mtpn",1.30336658361299e-05,0.662038723739797,0.897,0.74,0.227828478815551
"Nadk",1.31787215569829e-05,0.877680103085165,0.75,0.538,0.230364052816061
"Ermap",1.34775131518177e-05,0.710250806030508,0.912,0.763,0.235586929893774
"Itgb2",1.4448595147785e-05,1.16882814512787,0.618,0.341,0.252561443183282
"Sod1",1.45966267854767e-05,0.705148196275442,0.926,0.705,0.255149036210133
"Papola",1.50278299587125e-05,0.647267118820569,0.971,0.821,0.262686467678295
"Sh3pxd2b",1.54504911609834e-05,1.08182081986539,0.662,0.486,0.27007458549399
"Ube2r2",1.58920539601982e-05,1.11534971116331,0.691,0.486,0.277793103224264
"Fcgrt",1.60856775128475e-05,1.06539441797101,0.691,0.468,0.281177642924575
"Myoz1",1.71057151853867e-05,-2.86228797924256,0.044,0.301,0.299007901440559
"Car2",1.71767067001493e-05,0.517012456968941,1,1,0.30024883311861
"Cnmd",1.74135550171529e-05,-0.987253652684175,0.441,0.746,0.304388941699833
"Hist1h2bb",1.77827775297191e-05,0.47057863694464,1,1,0.310842951219489
"Celf1",1.8160137335359e-05,0.805015969204202,0.794,0.555,0.317439200622076
"Msn",1.90682689948873e-05,0.555090156412677,1,0.913,0.33331334203063
"Acsm3",1.93717161636848e-05,1.98459530700168,0.368,0.139,0.338617598541211
"Nptn",1.9570479914026e-05,0.722376905172041,0.853,0.618,0.342091988897175
"Rexo2",2.02070049412792e-05,1.04760510452748,0.691,0.543,0.35321844637356
"Ppig",2.03490881355752e-05,1.12926035604225,0.632,0.399,0.355702060609854
"Gata1",2.0980094307497e-05,0.92285007351953,0.809,0.607,0.366732048495048
"Cluh",2.11511616227854e-05,1.43597465334424,0.529,0.283,0.36972230516629
"Pygm",2.13367240750396e-05,-2.5403598843552,0.059,0.318,0.372965936831691
"Id1",2.13501414849568e-05,0.831707395963182,0.853,0.694,0.373200473157045
"Gypa",2.20940360581549e-05,1.05665024413048,0.75,0.566,0.386203750296547
"Txn2",2.23016390413441e-05,0.779861552161736,0.897,0.624,0.389832650442694
"Myh9",2.31421596203282e-05,0.801341279572187,0.824,0.653,0.404524950163337
"Vasp",2.34362321663612e-05,0.670669336199287,0.985,0.85,0.409665338267993
"Chp1",2.34449771364164e-05,0.924710415545059,0.721,0.451,0.409818200344559
"Mlec",2.42991529180685e-05,1.17904262757806,0.632,0.399,0.424749193007838
"Nop53",2.44193897386619e-05,0.709735465771093,0.897,0.717,0.42685093263181
"Ybx3",2.49620143616356e-05,0.467031033169949,1,0.971,0.436336011041391
"Ssr3",2.51129818544342e-05,0.622443387974926,0.985,0.792,0.43897492281551
"Hist1h1a",2.51149989882342e-05,0.387318197346489,1,1,0.439010182314334
"Cnbp",2.55867420834169e-05,0.566282675689972,0.971,0.873,0.447256251618127
"Irf2bp2",2.60043353951369e-05,0.780350232375489,0.882,0.711,0.454555782706993
"Cd93",2.61868851258832e-05,1.09620381285317,0.676,0.451,0.457746752000439
"Ube2l6",2.64284702804597e-05,0.75908354382105,0.956,0.896,0.461969660502436
"Sem1",2.65133297337024e-05,0.504457486071652,1,0.954,0.463453003745118
"Cab39",2.65243840730998e-05,0.753269760895221,0.897,0.688,0.463646233597784
"Ints1",2.66895593115532e-05,1.14184647840888,0.632,0.428,0.46653349676595
"Cybb",2.70991168859823e-05,1.15664348033696,0.632,0.405,0.473692563166971
"Prkcsh",2.82453098477369e-05,0.772327102938936,0.853,0.647,0.49372801613844
"Cpt2",2.8607211061941e-05,1.98459530700168,0.309,0.098,0.500054049362729
"Jdp2",2.95160529993306e-05,0.769398387069433,0.824,0.624,0.515940606428299
"Smarca4",2.97261525712338e-05,0.553457280434081,1,0.913,0.519613146945166
"Mrfap1",2.9892550273819e-05,0.668226737456215,0.985,0.838,0.522521778786356
"Fscn1",2.99619378720584e-05,0.99190010762491,0.838,0.601,0.523734674003581
"Fkbp4",3.02270367457398e-05,0.698072548245513,0.882,0.636,0.528368602315532
"Usp25",3.12352950792775e-05,0.972769871604887,0.676,0.503,0.545992957985771
"Col4a1",3.14878913604915e-05,0.743308573912759,0.912,0.711,0.550408340981391
"Atp5g3",3.2209376684591e-05,0.635962888285261,0.897,0.63,0.563019904446651
"Cdkn2c",3.29088439303883e-05,1.03090604158571,0.721,0.474,0.575246591903187
"Aqp7",3.3489406591781e-05,1.95288644727434,0.324,0.11,0.585394827224333
"Sptb",3.36920291574186e-05,0.70505897856162,0.941,0.775,0.588936669671676
"Cox7a2l",3.45257698990861e-05,0.762202885665229,0.853,0.601,0.603510457836025
"Pnkd",3.5116785180291e-05,1.13143669533095,0.647,0.428,0.613841404951486
"Nfkbia",3.56338569791534e-05,1.163453433214,0.603,0.376,0.622879819995602
"Ltf",3.57879252811949e-05,0.630099349657884,0.971,0.838,0.625572933915287
"Dynlrb1",3.59911621329646e-05,0.722092672291076,0.941,0.798,0.629125514084221
"Lcn2",3.77738985589124e-05,0.656212189977015,0.971,0.775,0.660287746809789
"Slc25a39",3.78533548158483e-05,0.65659269770463,0.956,0.676,0.661676642181029
"Tmed7",3.79058074104692e-05,0.705852031283865,0.897,0.711,0.662593513535002
"Dcun1d3",3.80260455526492e-05,3.93212788710754,0.118,0.006,0.664695276260308
"Ostf1",3.82645125744944e-05,1.02997521050569,0.735,0.538,0.668863679802163
"Glrx5",3.86871834333647e-05,0.604271480217505,1,0.902,0.676251966415214
"Psmb4",3.97788534183501e-05,0.809792344183489,0.809,0.59,0.695334357752759
"Epn1",4.03265441463813e-05,0.681753053245213,0.941,0.78,0.704907991678746
"Matn3",4.09727390830077e-05,-0.9919719985332,0.324,0.636,0.716203479170974
"Sept5",4.10132203938888e-05,0.762202885665229,0.809,0.659,0.716911092485177
"Ap3d1",4.11947542499394e-05,0.881501814037574,0.735,0.543,0.720084304288941
"Cthrc1",4.16281344218749e-05,1.03030828104644,0.706,0.532,0.727659789694373
"Ube2o",4.1662115410612e-05,1.17539903811991,0.632,0.387,0.728253777377497
"Vamp8",4.19374665765052e-05,0.717808766306775,0.912,0.751,0.733066915757311
"Tgfb1i1",4.21790594290339e-05,1.45905826645728,0.515,0.283,0.737289958819513
"Ly6e",4.26146158636399e-05,0.653268514112065,0.956,0.751,0.744903485296426
"Asf1b",4.34486855087573e-05,1.11854101133842,0.662,0.434,0.759483022693078
"Mcm2",4.3451799816313e-05,0.643433095402938,0.941,0.809,0.759537460789152
"Kifc1",4.37816511152695e-05,0.888800455443441,0.735,0.607,0.765303261494912
"Arpc3",4.39786762634206e-05,0.631894863319498,0.971,0.792,0.768747261084593
"Pkm",4.46079431463887e-05,0.495645413267738,1,0.983,0.779746846198875
"Bag1",4.46233862971864e-05,0.854960026585081,0.735,0.474,0.780016792474818
"Immt",4.51344735735834e-05,0.987435258786639,0.721,0.509,0.788950598066238
"Ndufa2",4.52846061408694e-05,0.720843855904172,0.882,0.705,0.791574915342397
"Loxl2",4.63486608814439e-05,1.01641344111202,0.721,0.59,0.810174592207639
"Ddrgk1",4.65887200689241e-05,0.898034688439133,0.75,0.486,0.814370826804794
"Kctd12",4.83314018453146e-05,0.751189892942811,0.868,0.694,0.844832904256099
"Kdelr2",4.99804946984371e-05,0.506643600393582,0.985,0.977,0.873659047328681
"Pglyrp1",5.01205384763123e-05,0.77047050164883,0.897,0.705,0.876107012565938
"Igfbp4",5.01424353288633e-05,0.787737977772366,0.926,0.734,0.87648976954853
"Tmem259",5.20549642070686e-05,0.875096942071163,0.779,0.59,0.909920774339559
"Prtn3",5.28641417832071e-05,0.75493488520119,0.853,0.572,0.92406519837046
"Fbxo9",5.39711220881105e-05,0.741738783105513,0.912,0.665,0.943415214100171
"Atp1a2",5.40987999714542e-05,0.903295204899829,0.838,0.613,0.94564702350102
"Vip",5.43022644707727e-05,3.02523729149902,0.162,0.023,0.949203582949106
"Impdh1",5.61546351644126e-05,1.38563953420102,0.559,0.324,0.981583022673931
"Mat2b",5.64567475786913e-05,1.49301625284984,0.456,0.225,0.986863947675524
"Atp5j",5.79489802623624e-05,0.70505897856162,0.868,0.642,1
"Adrb3",5.8858912978073e-05,2.83259221355663,0.162,0.023,1
"Flot2",5.94015793720225e-05,0.832592213556627,0.779,0.595,1
"Wasf2",6.03035723436191e-05,0.726357686718507,0.941,0.954,1
"Nr1h2",6.03881362052426e-05,0.851754470643521,0.838,0.636,1
"Fech",6.08558235890197e-05,0.632837595899911,0.985,0.925,1
"Asap1",6.12508101987225e-05,0.690897851592096,0.838,0.59,1
"Slc25a5",6.25334091315725e-05,0.720138826098685,0.926,0.728,1
"Psma6",6.29683957944711e-05,1.06539441797101,0.691,0.497,1
"Fcnb",6.30063402212499e-05,1.48802792222623,0.412,0.179,1
"Col16a1",6.31117750270728e-05,0.856839759803304,0.985,0.931,1
"Cd81",6.37556210654082e-05,0.528230945433898,0.985,0.942,1
"Txn1",6.65895035383252e-05,0.461889513513661,0.985,0.994,1
"Poldip3",6.66457864739392e-05,0.739482809165146,0.897,0.734,1
"Gabarapl2",6.7226479575944e-05,0.770816015969937,0.809,0.601,1
"Sdc1",6.81566368086774e-05,0.687909103317915,0.882,0.694,1
"Hist1h4h",6.90393499416314e-05,0.681420230949183,0.926,0.751,1
"Bsg",6.92549026506735e-05,0.481897160886266,1,0.908,1
"Lmod2",6.99430220090442e-05,-2.48065363823093,0.059,0.295,1
"Anapc11",7.06290659369125e-05,0.856637687523278,0.765,0.595,1
"Wdr1",7.13151402124533e-05,1.06539441797101,0.691,0.474,1
"Anp32e",7.21932360455914e-05,0.508499239271183,0.985,0.931,1
"Timp2",7.25246354871657e-05,0.612755497123936,0.971,0.867,1
"Hbb-bs",7.25945258046903e-05,0.465975986270873,1,1,1
"Sfpq",7.33200680149423e-05,0.616070380344679,0.941,0.821,1
"Cnp",7.81042073363963e-05,0.647432698419154,0.956,0.746,1
"Obscn",7.88701700780998e-05,-3.14468770994329,0.015,0.225,1
"Trip4",7.96351933935176e-05,2.20966186263645,0.221,0.052,1
"Ptpn12",7.98493411700096e-05,0.611898079692205,0.897,0.78,1
"Krtcap2",8.17823657065732e-05,0.732455542271177,0.853,0.647,1
"Myl2",8.25209545094728e-05,-2.92585310802003,0.029,0.249,1
"Gpd2",8.27832601541875e-05,1.8467363958769,0.353,0.145,1
"Rmnd5a",8.32948440818205e-05,0.718532414008253,0.882,0.676,1
"Uba2",8.38881101408402e-05,0.737838337266029,0.853,0.659,1
"Serinc1",8.42144653930195e-05,0.97679693644127,0.647,0.428,1
"Coq5",8.4546696514978e-05,1.18768717237919,0.588,0.37,1
"Pgp",8.49086495961307e-05,0.73874391284124,0.824,0.636,1
"Phc2",8.58657125358983e-05,1.00051486208779,0.632,0.393,1
"Ssna1",8.69429746663215e-05,0.822074341642628,0.882,0.694,1
"Ndufb8",8.93910744768895e-05,0.99540206195826,0.809,0.584,1
"Stx12",9.2112478902443e-05,1.36365350917495,0.559,0.387,1
"Eef1d",9.2637913415453e-05,0.907880340860864,0.706,0.538,1
"Anxa6",9.36087997824189e-05,0.813946460759227,0.765,0.572,1
"Nap1l4",9.7127783033065e-05,0.905160839507272,0.735,0.532,1
"Arglu1",9.82442843761098e-05,0.594921487123669,0.971,0.879,1
"Emp3",9.83488968182266e-05,0.610199792220179,0.971,0.821,1
"Psme1",0.000100064151976514,0.840812720361595,0.721,0.486,1
"Mapk1",0.000100138074386567,0.629973465530507,0.926,0.827,1
"Ncapd2",0.000102004976373137,0.750887572437395,0.809,0.555,1
"Clint1",0.000103559162994336,0.625321079244842,0.912,0.821,1
"Park7",0.000105247766068402,0.691319399508719,0.912,0.647,1
"H2-T24",0.00010584343475212,1.61725454975413,0.353,0.145,1
"Add2",0.000106550585557784,0.679740725473256,0.882,0.642,1
"Pabpn1",0.000107101776454125,0.822898817352783,0.706,0.48,1
"Hectd4",0.00010710399538738,1.01073772180391,0.721,0.52,1
"Sdhc",0.000107755645186787,1.29469796649225,0.559,0.358,1
"Lmbrd1",0.000107963406623145,1.22852088988777,0.529,0.312,1
"Nsmce4a",0.000107972980921412,0.726098911979981,0.912,0.751,1
"Hist1h2bj",0.000108050479138091,0.406499525768788,1,1,1
"Tnfrsf1a",0.000110082105652333,1.01129810054115,0.676,0.486,1
"Ost4",0.000110213412946144,0.984595307001677,0.662,0.434,1
"Csnk1a1",0.00011169793446537,0.785661858489218,0.838,0.607,1
"Stom",0.00011262530095058,0.915449145960911,0.676,0.422,1
"Cyfip2",0.00011546799096808,0.783264501193059,0.853,0.647,1
"Eno3",0.000116250088220664,-1.52159008033536,0.221,0.486,1
"Fis1",0.000117028994601923,0.608523214412795,0.926,0.746,1
"Megf6",0.000117123556495302,1.96014226327714,0.279,0.092,1
"Cyhr1",0.000118987090116434,0.884822172329185,0.676,0.451,1
"Lamp1",0.000120546130967229,0.822638739527203,0.838,0.618,1
"Luc7l3",0.000122100944769531,0.858546754726434,0.809,0.584,1
"Arf1",0.000123693887591597,0.592277884222917,0.912,0.676,1
"Serp1",0.000124387783874386,0.851470223762317,0.691,0.486,1
"Tnfaip2",0.000125262935504595,0.620055987965193,0.956,0.85,1
"Snca",0.000126165056841926,0.61250995290738,0.971,0.844,1
"Nol7",0.000128404656807708,1.34716538638639,0.515,0.335,1
"Klf13",0.000130957249464845,0.524339055566341,0.971,0.85,1
"Ckap4",0.000131022806087704,0.523862393594467,0.985,0.965,1
"Znhit1",0.000131112329777426,0.950275233817801,0.75,0.584,1
"Fam160b1",0.000133027530716274,1.17100843123256,0.559,0.37,1
"Sfswap",0.000133225500968427,0.897132465751338,0.735,0.561,1
"Creb3l1",0.000134311969986131,0.984595307001677,0.662,0.451,1
"Crip1",0.000135102473618422,0.587969844836714,1,0.919,1
"Cbfa2t3",0.000137944209757866,0.917914027887841,0.706,0.52,1
"Ddx23",0.000139103914586708,0.629404003117331,0.824,0.659,1
"Actn3",0.000145706393823599,-2.48572462777836,0.044,0.26,1
"Klhdc7a",0.000146011931892277,1.83259221355663,0.294,0.104,1
"Plvap",0.000146507325104293,0.914205979110279,0.706,0.526,1
"Mb",0.000146904013150623,-2.84923182641712,0.029,0.237,1
"Urod",0.000149376196093402,0.615270781767601,0.897,0.746,1
"Smim4",0.000150291007871923,0.920155245441465,0.662,0.434,1
"Srsf9",0.000151692293456413,0.710540765842736,0.838,0.636,1
"Ctss",0.000152459678315689,0.961274232767058,0.618,0.416,1
"Acat1",0.000152883379257779,1.19516229294134,0.559,0.347,1
