Sample ID,Number of Spots Under Tissue,Number of Reads,Mean Reads per Spot,Mean Reads Under Tissue per Spot,Fraction of Spots Under Tissue,Valid Barcodes,Valid UMIs,Sequencing Saturation,Q30 Bases in Barcode,Q30 Bases in Probe Read,Q30 Bases in UMI,Reads Mapped to Probe Set,Reads Mapped Confidently to Probe Set,Fraction Reads in Spots Under Tissue,Median Genes per Spot,Median UMI Counts per Spot,Genes Detected,Reads Mapped Confidently to the Filtered Probe Set,Number of Genes,Number of Genes >= 10 UMIs,UMIs per sq mm of Tissue,Reads per sq mm of Tissue,Reads Half-Mapped to Probe Set,Reads Split-Mapped to Probe Set
Mutant_IVD_manual,360,82437705,228993.625,21856.705555555556,0.07211538461538461,0.9863851983749428,0.9999286370235562,0.3896294736996816,0.968279624648704,0.9616512835986466,0.9630631648699068,0.9835497118703148,0.9807860129051384,0.09679766012668124,3694.0,9689.5,19022,0.7922986696439451,19465,13832,1219242.6866820632,2523869.0017962535,0.0016992952436024268,0.001064403721573763
